101,4,27,0,223004720,119552,33465832,0,0,194752,268768,126602,258949,7,2,60,30,0,5
102,10,32,0,223003248,120052,33467716,0,0,180592,292844,109973,226318,7,2,63,28,0,5
103,5,31,0,223000272,120580,33469916,0,0,235440,230116,139683,289282,8,3,54,35,0,5
104,1,38,0,222997408,121144,33471972,0,0,201040,265752,135442,276817,8,2,60,30,0,5
105,4,29,0,222995056,121704,33473572,0,0,208000,257760,134837,276358,7,2,59,31,0,5
106,1,29,0,222992704,122140,33475848,0,0,205056,261956,135738,277402,7,3,59,31,0,5
107,7,35,0,222990080,122512,33477592,0,0,185252,287080,111608,230319,6,2,61,32,0,5
108,7,33,0,222987856,122912,33479348,0,0,206864,261000,135033,276803,7,3,59,31,0,5
109,8,38,0,222985616,123432,33481476,0,0,206784,259900,131014,269784,7,2,59,31,0,5
110,2,43,0,222984256,123856,33483688,0,0,220976,244760,144293,298236,8,3,56,33,0,5
111,5,25,0,222981264,124200,33485452,0,0,203168,265372,130666,267874,7,2,60,31,0,5
112,2,24,0,222979008,124600,33487508,0,0,200544,264928,129062,264772,7,2,59,32,0,5
113,2,17,0,222975664,125148,33489392,0,0,219136,248640,132299,271927,8,3,57,32,0,5
114,1,20,0,222968464,125704,33490764,0,0,202080,266092,132687,271357,7,3,59,30,0,5
115,4,21,0,222967424,126244,33492372,0,0,205392,258344,133228,274686,7,2,57,33,0,5
116,8,32,0,222964944,126888,33494524,0,0,214304,254324,133546,275642,7,2,59,32,0,5
117,7,35,0,222962336,127336,33496188,0,0,209296,257100,135361,277870,7,2,59,32,0,5
118,2,20,0,222960352,127856,33498116,0,0,198848,268720,127888,260895,7,2,61,30,0,5
119,10,10,0,222958128,128448,33500128,0,0,190100,279064,126229,258579,7,2,60,31,0,5
120,0,37,0,222955264,128840,33502328,0,0,215664,250540,139236,286418,7,3,58,32,0,5
121,0,19,0,222952672,129248,33504096,0,0,203872,260852,138936,284977,7,3,60,30,0,5
122,17,29,0,222950320,129696,33506296,0,0,218280,246600,138775,285547,7,3,58,32,0,5
123,8,32,0,222948096,130004,33508112,0,0,224144,240712,135072,277107,8,3,57,33,0,5
124,5,38,0,222945360,130344,33510360,0,0,204304,262068,136875,281223,7,2,59,32,0,5
125,7,29,0,222943248,130612,33512272,0,0,216512,250056,136992,281308,8,2,58,32,0,5
126,1,37,0,222941264,130876,33514384,0,0,212624,252668,140360,289054,8,3,57,33,0,5
127,6,41,0,222938416,131316,33516264,0,0,210960,257844,128886,263332,8,3,58,32,0,5
128,7,23,0,222936432,131808,33518460,0,0,221376,239312,136033,280386,8,2,57,33,0,5
129,6,40,0,222933824,132264,33520516,0,0,207248,258984,137870,282239,8,3,58,32,0,5
130,7,14,0,222931600,132796,33522600,0,0,216864,248256,143226,294965,8,3,58,31,0,5
131,9,31,0,222929360,133272,33524312,0,0,195824,274520,132177,269928,7,2,60,30,0,5
132,10,23,0,222925280,133704,33526348,0,0,203504,263080,130673,267906,6,3,58,32,0,5
133,1,25,0,222923168,134216,33528484,0,0,204032,263340,138341,283059,7,3,60,30,0,5
134,13,27,0,222920928,134764,33530108,0,0,217424,249300,139107,285525,7,2,58,32,0,5
135,13,23,0,222876208,135912,33559664,0,0,240592,251696,132174,269320,6,3,57,34,0,5
136,8,44,0,222870912,136348,33572468,0,0,212828,264512,139179,281998,8,2,59,31,0,5
137,4,42,0,222868832,136680,33574932,0,0,217312,249916,148546,293142,8,3,58,31,0,5
138,10,41,0,222863824,137064,33579672,0,0,209032,257636,146598,288966,9,2,58,31,0,5
139,0,50,0,222861712,137328,33581844,0,0,219824,246884,152015,298447,8,3,57,32,0,5
140,9,38,0,222859728,137684,33583852,0,0,218288,243992,144634,297538,8,3,57,32,0,5
141,3,21,0,222857248,137936,33586016,0,0,218560,248448,134549,277111,7,3,57,33,0,5
142,9,33,0,222854640,138300,33587948,0,0,209584,255636,138294,284800,8,2,59,31,0,5
143,17,35,0,222853024,138656,33589868,0,0,204432,262180,133758,274906,7,2,60,31,0,5
144,7,33,0,222850800,138988,33592076,0,0,209456,255400,139133,285833,8,3,57,32,0,5
145,0,45,0,222848064,139352,33594072,0,0,217760,248540,136659,281222,8,3,57,32,0,5
146,3,30,0,222845968,139756,33596164,0,0,212368,254652,143931,296264,8,3,58,31,0,5
147,11,22,0,222844224,140128,33598408,0,0,215104,250156,140295,288889,8,3,57,32,0,5
148,15,24,0,222841744,140376,33600448,0,0,206528,261364,135911,278978,7,3,59,31,0,5
149,6,34,0,222839648,140664,33602504,0,0,227120,238972,144970,299224,8,3,56,33,0,5
150,4,30,0,222837408,140984,33604264,0,0,207664,258048,137370,281922,7,3,59,31,0,5
151,0,21,0,222834688,141224,33606712,0,0,211552,256024,138373,284568,7,2,58,32,0,5
152,8,28,0,222832944,141512,33608820,0,0,213616,250940,149297,308277,9,3,56,33,0,5
153,12,26,0,222830832,141684,33610892,0,0,214624,253684,141121,290459,8,3,57,32,0,5
154,9,41,0,222828608,141908,33612548,0,0,204064,261968,135848,278393,7,3,59,31,0,5
155,3,48,0,222826384,142244,33614980,0,0,213584,250552,134567,275681,7,3,58,32,0,5
156,6,40,0,222823904,142576,33616892,0,0,213232,250760,137857,283729,8,3,58,31,0,5
157,4,40,0,222821424,142980,33619232,0,0,212260,253688,143155,293407,8,3,58,31,0,5
158,3,25,0,222818688,143240,33621140,0,0,210464,256152,140987,289709,8,2,59,31,0,5
159,2,11,0,222816336,143604,33623464,0,0,221920,238816,138251,284727,8,2,57,32,0,5
160,2,33,0,222814112,143972,33625236,0,0,207216,258992,134985,276513,7,3,58,31,0,5
161,1,14,0,222811872,144344,33627300,0,0,213428,251972,139748,287331,8,3,58,32,0,5
162,11,20,0,222810304,144624,33629248,0,0,225824,238592,141385,292416,8,3,56,33,0,5
163,0,37,0,222808448,144852,33631396,0,0,208912,259480,135401,277022,8,3,58,31,0,5
164,0,44,0,222805104,145048,33633436,0,0,203760,261252,140415,288473,7,3,59,31,0,5
165,9,26,0,222802496,145244,33635676,0,0,220256,245056,148275,305927,8,3,56,32,0,5
166,0,43,0,222799904,145476,33637604,0,0,203680,271564,133077,273312,8,3,58,32,0,5
167,2,26,0,222797920,145604,33639556,0,0,188848,274244,127209,261720,7,2,59,33,0,5
168,9,27,0,222796176,145772,33641444,0,0,206944,261152,141095,290104,8,2,58,32,0,5
169,16,33,0,222794432,146068,33643688,0,0,208960,258036,139674,286197,8,3,58,31,0,5
170,5,35,0,222791680,146368,33645768,0,0,217504,248184,141689,291594,8,3,58,32,0,5
171,1,32,0,222788832,146728,33647924,0,0,218304,247464,140136,288818,8,3,57,32,0,5
172,2,28,0,222786080,147040,33650112,0,0,217200,248328,146607,300897,8,3,56,32,0,5
173,5,12,0,222783968,147320,33652088,0,0,200480,265096,133555,273239,7,2,60,31,0,5
174,6,10,0,222777872,147620,33654372,0,0,208496,252648,134955,279166,8,3,58,31,0,5
175,1,31,0,222774944,147840,33656400,0,0,224240,241908,144788,299080,8,2,56,33,0,5
176,11,33,0,222773088,148060,33658444,0,0,216512,245732,139178,286056,8,3,58,32,0,5
177,2,27,0,222771712,148252,33660292,0,0,201760,268372,130525,267700,7,2,60,31,0,5
178,1,37,0,222768848,148416,33662528,0,0,216432,247212,146172,300269,8,3,57,32,0,5
179,5,36,0,222766368,148576,33664684,0,0,207872,260216,145311,297531,8,3,59,30,0,5
180,7,34,0,222764368,148804,33667044,0,0,210384,252464,143511,290306,8,2,58,32,0,5
181,7,18,0,222762864,148944,33669000,0,0,217568,246540,153091,301682,8,3,57,32,0,5
182,0,30,0,222760768,149100,33671196,0,0,213940,253396,143799,280789,8,2,58,32,0,5
183,17,27,0,222758656,149244,33673072,0,0,208640,253048,127038,262926,8,3,57,32,0,5
184,5,28,0,222756656,149416,33675380,0,0,208288,258212,142785,293191,8,3,57,32,0,5
185,6,31,0,222754672,149608,33677504,0,0,214640,251880,140546,288605,8,3,57,32,0,5
186,16,37,0,222751664,149880,33679632,0,0,207904,257396,140924,289917,8,3,59,31,0,5
187,8,36,0,222749280,150136,33681808,0,0,210272,256544,137712,282152,8,3,59,31,0,5
188,9,40,0,222747184,150456,33683752,0,0,206432,256828,139886,286682,8,2,59,31,0,5
189,4,28,0,222745920,150760,33685916,0,0,218624,246884,144646,297107,8,3,57,31,0,5
190,12,33,0,222743200,150960,33688128,0,0,212608,250448,143013,294854,8,3,58,32,0,5
191,18,27,0,222741184,151172,33690388,0,0,212656,253096,144948,297909,8,2,59,31,0,5
192,10,34,0,222739056,151320,33692520,0,0,211952,254140,140328,287483,8,3,57,32,0,5
193,8,23,0,222736704,151512,33694612,0,0,219840,248756,144972,297611,8,3,57,32,0,5
194,4,37,0,222733952,151652,33696716,0,0,221808,243408,145120,299068,8,3,56,33,0,5
195,1,25,0,222731600,151808,33699204,0,0,222720,242632,153449,316188,8,3,57,32,0,5
196,12,33,0,222730112,151956,33700968,0,0,212272,254520,141881,291438,7,3,59,32,0,5
197,8,41,0,222727392,152136,33703364,0,0,210576,253336,145827,300158,8,3,58,32,0,5
198,5,29,0,222725408,152348,33705268,0,0,214880,253324,142318,291526,8,3,58,31,0,5
199,17,32,0,222722800,152548,33707524,0,0,214752,248656,139144,285022,7,3,58,32,0,5
200,2,37,0,222719824,152764,33709496,0,0,213888,251956,147063,302515,8,3,58,31,0,5
201,1,43,0,222716720,152952,33711788,0,0,211408,250988,143279,295588,8,3,57,32,0,5
202,0,49,0,222714736,153112,33714040,0,0,215088,254292,144947,299209,8,3,58,31,0,5
203,13,19,0,222713616,153292,33715812,0,0,208416,253668,144182,295451,7,2,58,32,0,5
204,5,19,0,222711136,153500,33717860,0,0,217136,250964,141589,290607,8,3,57,32,0,5
205,2,23,0,222708656,153696,33719804,0,0,198320,265776,138221,281849,7,3,60,30,0,5
206,5,39,0,222705792,153772,33721888,0,0,229264,237664,146815,301780,9,3,56,33,0,5
207,2,22,0,222703056,153928,33724236,0,0,220112,244572,148301,305563,8,3,58,32,0,5
208,8,30,0,222701920,154076,33726220,0,0,215024,250720,138810,286081,8,3,57,33,0,5
209,13,25,0,222699808,154212,33728604,0,0,224752,240140,147319,302907,8,3,57,32,0,5
210,0,48,0,222697056,154352,33730684,0,0,211408,255324,136545,279769,8,3,58,31,0,5
211,0,17,0,222695200,154484,33732632,0,0,210128,254716,146720,300957,8,3,58,31,0,5
212,7,29,0,222693568,154652,33734280,0,0,163316,310956,116005,237024,6,2,63,29,0,5
213,7,36,0,222690464,154820,33736632,0,0,225568,240476,142329,293910,8,3,56,33,0,5
214,9,31,0,222687488,155012,33738836,0,0,210224,254852,146014,299277,8,3,58,31,0,5
215,2,38,0,222685488,155184,33740912,0,0,222032,242864,141631,291723,8,3,57,32,0,5
216,11,27,0,222683008,155376,33742956,0,0,222640,241552,148273,305093,9,3,56,33,0,5
217,9,27,0,222679904,155512,33745244,0,0,215712,246900,142539,293122,8,3,57,32,0,5
218,6,36,0,222678544,155676,33747176,0,0,211508,254388,140131,287930,8,3,58,31,0,5
219,3,39,0,222676560,155780,33749616,0,0,211152,255756,145601,298911,8,3,57,32,0,5
220,8,39,0,222674576,155928,33751536,0,0,215872,249424,141091,290524,8,3,57,32,0,5
221,8,34,0,222671472,156132,33753896,0,0,220096,244552,151646,312553,8,2,56,33,0,5
222,1,33,0,222669360,156252,33755948,0,0,208624,259096,141948,290543,8,3,59,30,0,5
223,0,29,0,222666640,156400,33758356,0,0,214576,248836,149820,307535,9,3,57,32,0,5
224,7,25,0,222664624,156508,33760588,0,0,209824,254688,145947,294530,8,3,58,31,0,5
225,0,26,0,222662368,156580,33762488,0,0,214944,255032,151119,297474,8,3,58,32,0,5
226,15,33,0,222659520,156740,33764928,0,0,218144,243896,144949,298540,8,3,56,33,0,5
227,2,28,0,222658272,156856,33766928,0,0,215360,253288,139967,287158,8,3,58,31,0,5
228,9,18,0,222655424,156992,33769292,0,0,227104,234260,153271,316618,9,3,56,32,0,5
229,15,26,0,222653552,157180,33771376,0,0,209088,260176,146067,298789,8,3,58,31,0,5
230,6,29,0,222651440,157308,33773404,0,0,199508,265020,134854,277596,8,2,58,32,0,5
231,14,21,0,222648832,157416,33775424,0,0,207888,259840,144032,295898,9,3,57,31,0,5
232,13,33,0,222646464,157560,33777760,0,0,209008,256072,139827,287278,8,3,58,32,0,5
233,6,28,0,222645232,157692,33779564,0,0,218688,248436,145161,297933,8,3,57,32,0,5
234,8,31,0,222642496,157808,33781832,0,0,198320,266412,134711,277703,8,2,59,30,0,5
235,10,30,0,222634816,157884,33784552,0,0,236400,229024,151802,313512,9,3,55,33,0,5
236,6,36,0,222632880,157964,33786720,0,0,213392,253172,142131,291135,8,3,58,31,0,5
237,5,31,0,222630528,158068,33788888,0,0,208416,257892,144319,295720,8,2,60,30,0,5
238,3,24,0,222628400,158148,33791076,0,0,214096,253712,143174,294484,7,3,59,31,0,5
239,10,31,0,222626784,158208,33793064,0,0,203248,259836,142373,292406,8,3,58,31,0,5
240,3,37,0,222624800,158328,33794988,0,0,204464,261300,140500,287978,7,3,60,30,0,5
241,0,43,0,222622304,158472,33797084,0,0,222960,243184,147042,302427,8,3,57,32,0,5
242,9,20,0,222619936,158568,33799532,0,0,221104,242440,147235,304316,8,3,57,32,0,5
243,0,21,0,222618320,158652,33801580,0,0,200944,266116,135091,276848,7,2,60,31,0,5
244,8,25,0,222616960,158740,33803720,0,0,219888,244072,141228,290930,8,3,58,31,0,5
245,8,26,0,222614848,158876,33805860,0,0,222464,240360,137648,283104,7,2,58,32,0,5
246,10,31,0,222612256,159000,33807744,0,0,210864,253904,147540,303585,8,3,57,32,0,5
247,6,40,0,222610352,159088,33810296,0,0,225632,240452,143973,297355,8,3,56,33,0,5
248,4,29,0,222608864,159204,33812332,0,0,226768,239548,144706,298650,9,2,55,33,0,5
249,0,47,0,222607008,159272,33814612,0,0,215120,247108,144251,296923,8,3,57,32,0,5
250,5,37,0,222604640,159372,33816376,0,0,213844,253072,145475,298699,8,3,58,31,0,5
251,6,33,0,222603008,159444,33818720,0,0,210480,254424,143004,294303,8,3,58,31,0,5
252,1,24,0,222601888,159520,33820788,0,0,212464,255420,142093,291720,8,3,58,31,0,5
253,3,24,0,222598416,159580,33822892,0,0,233888,225684,159890,329963,9,3,55,32,0,5
254,9,26,0,222596320,159688,33825256,0,0,203440,266308,141043,289689,8,3,59,30,0,5
255,10,34,0,222595328,159844,33827044,0,0,209008,255588,134979,276461,7,3,58,32,0,5
256,10,39,0,222592592,159920,33829280,0,0,193824,276840,128671,264202,7,3,59,31,0,5
257,5,30,0,222589984,160044,33831216,0,0,224368,240456,152573,314619,8,3,56,32,0,5
258,3,44,0,222588496,160152,33833520,0,0,212512,255268,141943,290705,7,3,59,31,0,5
259,6,33,0,222587008,160256,33835344,0,0,194036,275128,122866,253377,7,3,59,31,0,5
260,15,32,0,222584160,160396,33837640,0,0,213872,252316,145390,299121,8,3,58,31,0,5
261,8,38,0,222582528,160476,33839524,0,0,221680,243696,145651,300265,8,2,58,32,0,5
262,3,27,0,222580656,160528,33841676,0,0,213264,251684,140322,288627,8,3,58,32,0,5
263,6,21,0,222578544,160596,33843720,0,0,216448,246032,142557,293535,7,3,59,31,0,5
264,9,27,0,222575328,160668,33845868,0,0,209520,257556,145112,296501,8,3,59,30,0,5
265,2,24,0,222573584,160780,33847716,0,0,216960,247560,139920,287466,8,3,58,32,0,5
266,12,42,0,222570464,160840,33850192,0,0,225424,240208,147721,304300,8,3,56,32,0,5
267,1,29,0,222569360,160876,33852532,0,0,209024,256096,141649,290792,8,3,58,31,0,5
268,7,28,0,222567120,160944,33854520,0,0,208432,256360,139628,283086,8,3,59,31,0,5
269,1,29,0,222565024,161036,33856300,0,0,218784,247792,143757,295820,8,3,57,31,0,5
270,14,32,0,222562048,161092,33858676,0,0,220880,245004,149471,308089,10,3,56,31,0,5
271,8,45,0,222559936,161208,33860684,0,0,222000,244540,147896,304043,9,3,56,32,0,5
272,8,26,0,222557696,161308,33862908,0,0,226048,237508,147617,305577,8,3,57,32,0,5
273,11,26,0,222555696,161384,33865004,0,0,220784,245764,155216,320499,9,3,56,32,0,5
274,4,41,0,222552720,161472,33867488,0,0,220144,240216,148672,305475,8,3,58,31,0,5
275,6,37,0,222550624,161552,33869472,0,0,212256,257672,146409,300745,8,3,58,32,0,5
276,5,25,0,222549008,161600,33871924,0,0,226240,233884,144212,296911,8,3,56,33,0,5
277,3,25,0,222547136,161668,33873452,0,0,207360,259020,134810,275710,7,2,59,31,0,5
278,13,27,0,222544912,161732,33875428,0,0,209088,255756,140698,288918,7,2,59,31,0,5
279,3,47,0,222542432,161788,33877684,0,0,217952,250728,141359,292034,8,3,56,33,0,5
280,4,42,0,222540704,161844,33879812,0,0,219264,242524,143409,294651,8,3,57,32,0,5
281,1,47,0,222538096,161896,33881940,0,0,222736,244308,146768,303184,8,3,57,32,0,5
282,13,33,0,222535984,161948,33884380,0,0,210176,254020,143573,295330,8,3,57,31,0,5
283,8,38,0,222534368,162020,33886208,0,0,231584,234300,150062,308878,8,3,56,33,0,5
284,3,42,0,222531776,162084,33888540,0,0,205376,259816,143361,293677,7,3,59,31,0,5
285,4,41,0,222529280,162144,33890484,0,0,223680,240608,147178,303712,8,3,56,32,0,5
286,3,21,0,222527424,162216,33892424,0,0,208448,257316,146025,298925,8,3,58,31,0,5
287,7,35,0,222524832,162296,33894740,0,0,222752,240472,137952,283900,8,3,56,33,0,5
288,6,21,0,222523088,162392,33896960,0,0,222912,243632,148991,307066,8,3,58,31,0,5
289,10,36,0,222521232,162480,33898812,0,0,211120,252004,145650,299330,8,3,57,32,0,5
290,11,44,0,222518624,162528,33901200,0,0,225024,240428,150648,310869,8,3,57,32,0,5
291,6,37,0,222516256,162592,33903176,0,0,207344,255012,137573,282699,7,2,59,32,0,5
292,2,35,0,222514880,162632,33905184,0,0,213712,252736,147516,303378,8,2,59,31,0,5
293,8,31,0,222512016,162664,33907252,0,0,221280,242220,147351,303288,8,3,56,33,0,5
294,7,38,0,222510032,162724,33909752,0,0,230224,238156,145176,299215,9,3,55,33,0,5
295,6,16,0,222502992,162748,33911852,0,0,205392,256056,139371,285914,8,3,58,30,0,5
296,12,21,0,222500912,162800,33914056,0,0,217872,248592,146328,299400,8,3,58,31,0,5
297,7,31,0,222498928,162852,33916188,0,0,217360,248128,141115,290354,8,3,58,32,0,5
